0.9654072048,0.3252359994,0.8651216196,0.6142856133,0.2222551452,0.5759465438,0.2314028213,0.681386649,0.5171031536,0.6796342753,0.6937887807,0.5750212273,0.1807280058,0.680331364,0.8950849386,0.4770463404,0.5420048577,0.4830252542,0.3881601197,0.4866760815
0.3011878149,0.195492881,0.2992029256,0.0323132551,0.7884080987,0.2946728895,0.3698107786,0.5860866883,0.4699786959,0.3155894166,0.5384108677,0.2843047632,0.9751423088,0.3574247597,0.7134377655,0.4158429015,0.5437252165,0.8832751324,0.5526902449,0.6478651689
0.3146842989,0.0755643959,0.2628606892,0.1986512388,0.3983432809,0.628168367,0.0800788137,0.8053419825,0.2728453387,0.8539565676,0.4950915222,0.7201984502,0.4336351707,0.1513286712,0.8029130774,0.3309083756,0.5741347663,0.9235125755,0.2623616112,0.0631388141
0.9122510215,0.5426585609,0.2803999907,0.3266472304,0.7755810182,0.2996445411,0.8872880923,0.9462865519,0.11518835,0.7712018421,0.6051459593,0.356102902,0.5515788397,0.5644301832,0.4284358211,0.3485388096,0.1572044659,0.0943476788,0.7693564193,0.7372962523
0.6171778689,0.3154844915,0.2439531349,0.9058706932,0.8808751718,0.3681561602,0.7098964006,0.1810977312,0.1077902785,0.8418318198,0.9512681836,0.8289692295,0.1297001861,0.5981300548,0.8197436838,0.6783770687,0.8715569607,0.3120185186,0.1853207796,0.113801495
0.2104821341,0.0361442539,0.1784901716,0.6228891987,0.4383006685,0.0788878535,0.9361032426,0.9816723597,0.1383851129,0.336054189,0.6752373358,0.0257861188,0.5080970829,0.7361439837,0.3595492418,0.7004401649,0.5041494937,0.0021289712,0.9659570734,0.3207408562
0.053056074,0.3285739495,0.1451213781,0.724831298,0.4316439678,0.2656544316,0.5894461388,0.4150128812,0.1327117921,0.6937428835,0.7462335544,0.7648322416,0.3983660143,0.0908244489,0.2960947746,0.3170072361,0.1348883193,0.9925720042,0.8427480581,0.6991374955
0.4923179608,0.0341657003,0.9982677624,0.7012949405,0.9401961356,0.1229894203,0.6971602004,0.1367479192,0.0361581432,0.8120196815,0.4990303079,0.8849336882,0.3491393589,0.6138350856,0.9201348656,0.697703844,0.767895854,0.5317087944,0.54261496,0.1825983505
0.9215857485,0.285027838,0.1431063665,0.931879686,0.6988064306,0.0793417992,0.9410255082,0.769338695,0.0739595564,0.3129545681,0.0086890697,0.1103500004,0.2419300876,0.2403446609,0.4785565625,0.0032603554,0.0747444625,0.97914437,0.5925441453,0.9355085325
0.0852101831,0.6960373014,0.7875011611,0.2404876952,0.9093559938,0.8058233442,0.8150663793,0.762864471,0.8902999761,0.3073553611,0.2018097757,0.3831438828,0.6130033568,0.8330896479,0.6316881276,0.978131532,0.8229570411,0.3791865604,0.5755386996,0.1685846176
0.9965746919,0.7816363352,0.1789043986,0.1983191167,0.9919669168,0.4520287207,0.2138932325,0.0795071511,0.8586093609,0.1056463759,0.2926138521,0.0552901805,0.0961387845,0.1784487387,0.1668472757,0.4617007097,0.7365533268,0.35661916,0.1094349301,0.6084348985
